"text","label","author","category","original_id"
"It is useless to attempt to reason a man out of a thing he was never reasoned into.","quote","Jonathan Swift","","6add63da"
"Speak when you are angry - and you'll make the best speech you'll ever regret.","quote","Laurence J. Peter","","cbc2b737"
"Success on the outside means nothing unless you also have success within.","quote","Robin Sharma","","bf5b8cd9"
"In order to carry a positive action, we must develop here a positive vision.","quote","Dalai Lama","","cb472503"
"Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.","quote","Kahlil Gibran","","317c33a2"
"There is an essence of when you are fearless, you become more creative.","quote","Gurbaksh Chahal","","e6c4970e"
"Whatever happens always happens on time.","quote","Zen Proverb","","bf6a8636"
"Be kind whenever possible. It is always possible.","quote","Dalai Lama","","30de259b"
"Our greatest glory is not in never falling, but in rising every time we fall.","quote","Confucius","","84386def"
"Curiosity is the most powerful thing you own.","quote","James Cameron","","ee3fa234"
"One beam, no matter how big, cannot support an entire house on its own.","quote","Chinese Proverb","","701a8079"
"If you want to know what God thinks about money just look at the people He gives it to.","quote","Alexander Pope","","b5b37acb"
"The greater the impact you want to make, the greater your influence needs to be.","quote","Lolly Daskal","","7d995f17"
"I admire those who do good and expect nothing in return.","quote","Roy T. Bennett","","27bd150b"
"It is not as important how we start, but how we finish.","quote","Joyce Meyer","","4edebf52"
"Before you embark on a journey of revenge, dig two graves.","quote","Confucius","","fcb80dd9"
"We need never be ashamed of our tears.","quote","Charles Dickens","","3c014349"
"The mind can calculate, but the spirit yearns, and the heart wants what the heart wants.","quote","Stephen King","","080370ad"
"Doing what you love is the cornerstone of having abundance in your life.","quote","Wayne Dyer","","30cbc6cd"
"Successful people are always looking for opportunities to help others. Unsuccessful people are always asking, 'What's in it for me?'","quote","Brian Tracy","","89b3f82a"
"You are the average of the five people you spend the most time with.","quote","Jim Rohn","","980a9191"
"To seek greatness is the only righteous vengeance.","quote","Criss Jami","","bb2e6520"
"Don't give up on your dreams, or your dreams will give up on you.","quote","John Wooden","","8c650e6f"
"Either get busy living or get busy dying.","quote","Stephen King","","48a6eb07"
"When you believe in a thing, believe in it all the way, implicitly and unquestionable.","quote","Walt Disney","","bc4a697f"
"Nothing important is learned; it is simply remembered.","quote","Carlos Ruiz Zafon","","145fe67c"
"Most people spend more time and energy going around problems than in trying to solve them.","quote","Henry Ford","","14d9ced9"
"My guiding principle is this: Guilt is never to be doubted.","quote","Franz Kafka","","c4fcdfa7"
"The only reason to be alive is to enjoy it.","quote","Rita Mae Brown","","a6b2c5d3"
"Sometimes, the only way to evolve is to open ourselves fully.","quote","Kamal Ravikant","","86f0ff4e"
"A wise man can learn more from a foolish question than a fool can learn from a wise answer.","quote","Bruce Lee","","b46382f5"
"Leave the beaten track behind occasionally and dive into the woods. Every time you do you will be certain to find something you have never seen before.","quote","Alexander Graham Bell","","c262deb6"
"We know nothing of tomorrow, our business is to be good and happy today.","quote","Sydney Smith","","d508412e"
"A fear-oriented man is always calculating, planning, arranging, safeguarding. His whole life is lost in this way.","quote","Osho","","e6d7544d"
"Of all men's miseries the bitterest is this: to know so much and to have control over nothing.","quote","Herodotus","","2f592e15"
"Leaders think and talk about solutions. Followers think and talk about the problems.","quote","Brian Tracy","","433cc273"
"Time heals what reason cannot.","quote","Seneca","","816c4e38"
"The Truth is realized in an instant; the Act is practiced step by step.","quote","Seungsahn","","ec29cbe0"
"I think self-awareness is probably the most important thing towards being a champion.","quote","Billie Jean King","","8f9b4c67"
"Everything is possible. The impossible just takes longer.","quote","Dan Brown","","6d1e11e3"
"You may be disappointed if you fail, but you are doomed if you don't try.","quote","Beverly Sills","","dd32b041"
"What lies behind us and what lies before us are tiny matters compared to what lies within us.","quote","Ralph Waldo Emerson","","0282c732"
"The more you are grateful for what you have the more you will have to be grateful for.","quote","Zig Ziglar","","6f2201d9"
"Whoever is happy will make others happy too.","quote","Anne Frank","","eabed833"
"Sometimes letting things go is an act of far greater power than defending or hanging on.","quote","Eckhart Tolle","","2b43f29d"
"Talk to someone about themselves and they'll listen for hours.","quote","Dale Carnegie","","28538c83"
"Truth is not something outside to be discovered, it is something inside to be realized.","quote","Osho","","3d038848"
"People don't care how much you know until they know how much you care.","quote","Theodore Roosevelt","","83ae6bb4"
"You were put on this earth to achieve your greatest self, to live out your purpose, and to do it courageously.","quote","Steve Maraboli","","e62634b0"
"Only those who will risk going too far can possibly find out how far one can go.","quote","T.S. Eliot","","3e0e3626"
"If you want to see things just as they are, then you yourself must practice just as you are.","quote","Dogen","","8987b506"
"We lie the loudest when we lie to ourselves.","quote","Eric Hoffer","","2fa71916"
"Men are disturbed not by things, but by the view which they take of them.","quote","Epictetus","","2eca77b5"
"The road to success is always under construction..","quote","Lily Tomlin","","9ce027b6"
"Thinking is the hardest work there is. That is why so few people engage in it.","quote","Robert Kiyosaki","","a668eb74"
"Take time like the river that never grows stale. Keep going and steady. No hurry, no rush.","quote","Rumi","","9c7f5ff3"
"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.","quote","Henry Ford","","5d4f7059"
"The whole world is a series of miracles, but we're so used to them we call them ordinary things.","quote","Hans Christian Andersen","","2c13b4b9"
"The quicker you let go of old cheese, the sooner you find new cheese.","quote","Spencer Johnson","","87ea1eac"
"Don't settle, and don't struggle.","quote","Naval Ravikant","","6ed9a9bc"
"Surround yourself with only people who are going to lift you higher.","quote","Oprah Winfrey","","37c9df12"
"Blessed is he who expects nothing, for he shall be disappointed.","quote","Jonathan Swift","","bf26ca18"
"Nothing is too high for a man to reach, but he must climb with care and confidence","quote","Hans Christian Andersen","","bad5db61"
"When you view failure as feedback, you get more done. When you view failure as a finality, you get nothing done.","quote","Jack Butcher","","d939b439"
"Where violence reigns, reason is weak.","quote","Nicolas Chamfort","","3fa53595"
"The secret of happiness, you see, is not found in seeking more, but in developing the capacity to enjoy less.","quote","Dan Millman","","985eb78a"
"Time goes from present to past.","quote","Shunryu Suzuki","","28a3a678"
"When uncomfortable, my instinct is not to avoid the discomfort but to become at peace with it.","quote","Josh Waitzkin","","cb577861"
"Simplicity is a difficult thing to achieve.","quote","Charlie Chaplin","","e4c2fc65"
"Every day may not be good, but there's something good in every day.","quote","Unknown","","07b396fe"
"A man who cannot tolerate small misfortunes can never accomplish great things.","quote","Chinese Proverb","","8d7eb9ea"
"Setting goals is the first step in turning the invisible into the visible.","quote","Tony Robbins","","fc689baf"
"Peace is not absence of conflict, it is the ability to handle conflict by peaceful means.","quote","Ronald Reagan","","c5dc6679"
"A man should never be ashamed to own that he has been in the wrong, which is but saying, that he is wiser today than yesterday.","quote","Jonathan Swift","","fccf0680"
"Look to the beauty of this day, miracles are all around you.","quote","Mary Engelbreit","","032872d3"
"When we think about our strengths, we are strong. When we think about our weaknesses, we are weak.","quote","Peter A. Cohen","","df0ddcc9"
"Everyone can rise above their circumstances and achieve success if they are dedicated to and passionate about what they do.","quote","Nelson Mandela","","df5e50c0"
"Sometimes it is harder to deprive oneself of a pain than of a pleasure.","quote","F. Scott Fitzgerald","","c664e266"
"I can think of nothing less pleasurable than a life devoted to pleasure.","quote","John D. Rockefeller","","4c994e8b"
"Don't ever be afraid to put yourself in a lesser position so that you can learn something from someone who knows more.","quote","Steve Harvey","","e764e996"
"You can suffer the pain of change or suffer remaining the way you are.","quote","Joyce Meyer","","0faeefd0"
